Application_ID,Application_Date,Student_ID,Company,Skill,Education,Gender,Region,Experience_Years,Application_Status,Processing_Days,Company_Size
APP1209,2025-05-07 09:32:09.215,Student_327,DataSphere,"Python, SQL",BSC,Female,South,4.0,Shortlisted,3.0,Enterprise
APP1210,2025-05-08 00:07:12.721,Student_187,CodeCraft,SQL,BTECH,Female,West,6.0,Shortlisted,15.0,Enterprise
APP1211,2025-05-08 14:42:16.227,Student_243,InnoSoft,Python,BTECH,Female,West,1.0,Selected,11.0,Mid-Size
APP1212,2025-05-09 05:17:19.733,Student_086,TechNova,Tableau,BSC,Male,West,1.0,Rejected,15.0,Enterprise
APP1213,2025-05-09 19:52:23.239,Student_284,InnoSoft,"Excel, Tableau",BCA,Male,South,5.0,Shortlisted,12.0,Mid-Size
APP1214,2025-05-10 10:27:26.745,Student_066,NextGen,"Python, SQL",BSC,Male,West,5.0,Applied,3.0,Mid-Size
APP1215,2025-05-11 01:02:30.250,Student_170,NextGen,"Python, SQL, Power BI",MSC,Male,East,4.0,Rejected,1.0,Enterprise
APP1216,2025-05-11 15:37:33.756,Student_045,FinEdge,"SQL, Excel",BCA,Male,North,0.0,Shortlisted,3.0,Enterprise
APP1217,2025-05-12 06:12:37.262,Student_062,ByteWorks,Tableau,BTECH,Male,East,2.0,Interview,3.0,Mid-Size
APP1218,2025-05-12 20:47:40.768,Student_441,CodeCraft,"Python, SQL, Power BI",BSC,Male,East,2.0,Rejected,4.0,Mid-Size
APP1219,2025-05-13 11:22:44.274,Student_134,MarketMind,"Python, SQL",MCA,Female,North,5.0,Interview,4.0,Enterprise
APP1220,2025-05-14 01:57:47.780,Student_284,InsightLabs,Tableau,MCA,Female,East,0.0,Shortlisted,3.0,Enterprise
APP1221,2025-05-14 16:32:51.285,Student_028,NextGen,"Excel, Tableau",MSC,Other,South,5.0,Rejected,10.0,Mid-Size
APP1222,2025-05-15 07:07:54.791,Student_108,InsightLabs,"Python, SQL",MCA,Female,North,2.0,Shortlisted,12.0,Mid-Size
APP1223,2025-05-15 21:42:58.297,Student_044,InnoSoft,"Python, Power BI",BSC,Female,East,6.0,Selected,8.0,Mid-Size
APP1224,2025-05-16 12:18:01.803,Student_340,InsightLabs,"Python, Power BI",BSC,Male,Central,5.0,Rejected,8.0,Startup
APP1225,2025-05-17 02:53:05.309,Student_286,MarketMind,"Excel, Tableau",MCA,Female,East,3.0,Shortlisted,13.0,Mid-Size
APP1226,2025-05-17 17:28:08.815,Student_446,CloudCore,Tableau,BSC,Female,South,6.0,Shortlisted,13.0,Startup
APP1227,2025-05-18 08:03:12.321,Student_331,MarketMind,"SQL, Excel",MSC,Male,West,5.0,Shortlisted,1.0,Enterprise
APP1228,2025-05-18 22:38:15.826,Student_128,InsightLabs,"Python, SQL, Power BI",BCA,Male,East,4.0,Rejected,7.0,Enterprise
APP1229,2025-05-19 13:13:19.332,Student_348,MarketMind,Python,MSC,Female,West,5.0,Shortlisted,11.0,Mid-Size
APP1230,2025-05-20 03:48:22.838,Student_473,DataSphere,"Python, SQL, Power BI",MSC,Male,Central,4.0,Rejected,2.0,Enterprise
APP1231,2025-05-20 18:23:26.344,Student_231,InnoSoft,Tableau,BSC,Female,East,0.0,Shortlisted,1.0,Enterprise
APP1232,2025-05-21 08:58:29.850,Student_190,CodeCraft,"Python, SQL, Power BI",BCA,Female,North,2.0,Rejected,3.0,Enterprise
APP1233,2025-05-21 23:33:33.356,Student_225,CloudCore,SQL,BSC,Male,West,6.0,Interview,4.0,Enterprise
APP1234,2025-05-22 14:08:36.861,Student_385,NextGen,"Python, SQL",BTECH,Male,Central,6.0,Interview,13.0,Startup
APP1235,2025-05-23 04:43:40.367,Student_377,TechNova,"Python, Power BI",BSC,Male,North,1.0,Interview,6.0,Startup
APP1236,2025-05-23 19:18:43.873,Student_283,CodeCraft,Excel,BSC,Male,North,1.0,Shortlisted,10.0,Mid-Size
APP1237,2025-05-24 09:53:47.379,Student_446,TechNova,Tableau,BSC,Male,North,2.0,Applied,14.0,Mid-Size
APP1238,2025-05-25 00:28:50.885,Student_121,InnoSoft,Power BI,BCA,Female,North,1.0,Rejected,5.0,Mid-Size
APP1239,2025-05-25 15:03:54.391,Student_116,CloudCore,Excel,BSC,Male,East,6.0,Shortlisted,15.0,Enterprise
APP1240,2025-05-26 05:38:57.896,Student_461,FinEdge,"Python, SQL, Power BI",BCA,Male,East,5.0,Shortlisted,15.0,Enterprise
APP1241,2025-05-26 20:14:01.402,Student_233,NextGen,Tableau,MCA,Male,East,0.0,Applied,14.0,Startup
APP1242,2025-05-27 10:49:04.908,Student_259,DataSphere,"Python, Power BI",BTECH,Female,Central,0.0,Shortlisted,4.0,Startup
APP1243,2025-05-28 01:24:08.414,Student_359,FinEdge,Power BI,BCA,Male,Central,2.0,Applied,8.0,Mid-Size
APP1244,2025-05-28 15:59:11.920,Student_198,InnoSoft,Python,MCA,Male,Central,1.0,Interview,11.0,Startup
APP1245,2025-05-29 06:34:15.426,Student_456,CodeCraft,"SQL, Excel",BCA,Female,South,5.0,Shortlisted,12.0,Startup
APP1246,2025-05-29 21:09:18.932,Student_411,DataSphere,"Python, Power BI",BCA,Female,Central,0.0,Rejected,14.0,Startup
APP1247,2025-05-30 11:44:22.437,Student_137,MarketMind,Excel,BTECH,Male,East,0.0,Applied,4.0,Startup
APP1248,2025-05-31 02:19:25.943,Student_318,InsightLabs,"Python, SQL",MSC,Female,East,3.0,Rejected,13.0,Startup
APP1249,2025-05-31 16:54:29.449,Student_165,DataSphere,SQL,MSC,Male,South,3.0,Shortlisted,10.0,Mid-Size
APP1250,2025-06-01 07:29:32.955,Student_225,InnoSoft,"SQL, Excel",BCA,Male,South,6.0,Selected,12.0,Mid-Size
APP1251,2025-06-01 22:04:36.461,Student_307,ByteWorks,"Python, Power BI",BSC,Male,Central,0.0,Selected,13.0,Startup
APP1252,2025-06-02 12:39:39.967,Student_234,InsightLabs,"Python, SQL",MCA,Male,West,2.0,Shortlisted,2.0,Mid-Size
APP1253,2025-06-03 03:14:43.472,Student_172,TechNova,"Python, SQL",BSC,Female,South,4.0,Selected,15.0,Enterprise
APP1254,2025-06-03 17:49:46.978,Student_152,NextGen,Tableau,BSC,Male,North,4.0,Selected,3.0,Startup
APP1255,2025-06-04 08:24:50.484,Student_463,TechNova,"Python, Power BI",BCA,Male,East,5.0,Interview,6.0,Enterprise
APP1256,2025-06-04 22:59:53.990,Student_315,DataSphere,Python,BCA,Female,West,0.0,Interview,8.0,Mid-Size
APP1257,2025-06-05 13:34:57.496,Student_374,TechNova,"Python, SQL, Power BI",BCA,Female,East,0.0,Shortlisted,8.0,Mid-Size
APP1258,2025-06-06 04:10:01.002,Student_160,InnoSoft,Power BI,BCA,Male,East,6.0,Rejected,15.0,Enterprise
APP1259,2025-06-06 18:45:04.508,Student_096,MarketMind,Power BI,MSC,Female,South,0.0,Applied,11.0,Mid-Size
APP1260,2025-06-07 09:20:08.013,Student_472,CodeCraft,Excel,BCA,Male,South,2.0,Applied,15.0,Startup
APP1261,2025-06-07 23:55:11.519,Student_233,NextGen,Excel,MSC,Female,North,3.0,Selected,9.0,Enterprise
APP1262,2025-06-08 14:30:15.025,Student_180,TechNova,Power BI,MSC,Female,East,0.0,Shortlisted,7.0,Startup
APP1263,2025-06-09 05:05:18.531,Student_113,TechNova,Python,BCA,Female,North,0.0,Interview,13.0,Enterprise
APP1264,2025-06-09 19:40:22.037,Student_318,DataSphere,SQL,BTECH,Male,West,6.0,Interview,2.0,Mid-Size
APP1265,2025-06-10 10:15:25.543,Student_497,InnoSoft,"Excel, Tableau",MCA,Male,North,1.0,Interview,8.0,Enterprise
APP1266,2025-06-11 00:50:29.048,Student_442,FinEdge,"Python, SQL, Power BI",BSC,Male,Central,6.0,Selected,7.0,Enterprise
APP1267,2025-06-11 15:25:32.554,Student_052,TechNova,SQL,MSC,Male,North,6.0,Shortlisted,8.0,Startup
APP1268,2025-06-12 06:00:36.060,Student_268,InnoSoft,Tableau,MCA,Male,Central,2.0,Applied,12.0,Mid-Size
APP1269,2025-06-12 20:35:39.566,Student_295,ByteWorks,"Excel, Tableau",BTECH,Female,Central,5.0,Shortlisted,3.0,Startup
APP1270,2025-06-13 11:10:43.072,Student_386,NextGen,"Excel, Tableau",BSC,Male,Central,0.0,Applied,7.0,Mid-Size
APP1271,2025-06-14 01:45:46.578,Student_387,TechNova,"Python, Power BI",BSC,Male,West,6.0,Applied,10.0,Startup
APP1272,2025-06-14 16:20:50.083,Student_113,InnoSoft,Python,MSC,Female,North,6.0,Shortlisted,13.0,Enterprise
APP1273,2025-06-15 06:55:53.589,Student_101,InnoSoft,Python,BCA,Male,North,1.0,Interview,9.0,Startup
APP1274,2025-06-15 21:30:57.095,Student_113,NextGen,"Excel, Tableau",BTECH,Female,West,6.0,Rejected,3.0,Mid-Size
APP1275,2025-06-16 12:06:00.601,Student_440,FinEdge,"Python, Power BI",MSC,Male,East,4.0,Shortlisted,14.0,Mid-Size
APP1276,2025-06-17 02:41:04.107,Student_081,InnoSoft,"Python, SQL, Power BI",BTECH,Male,South,5.0,Rejected,10.0,Enterprise
APP1277,2025-06-17 17:16:07.613,Student_187,ByteWorks,"Excel, Tableau",BCA,Male,North,0.0,Shortlisted,6.0,Mid-Size
APP1278,2025-06-18 07:51:11.119,Student_113,InnoSoft,"SQL, Excel",BCA,Male,South,0.0,Applied,2.0,Startup
APP1279,2025-06-18 22:26:14.624,Student_002,InnoSoft,Excel,MSC,Female,West,1.0,Interview,2.0,Enterprise
APP1280,2025-06-19 13:01:18.130,Student_130,InnoSoft,Excel,BCA,Male,East,2.0,Rejected,5.0,Mid-Size
APP1281,2025-06-20 03:36:21.636,Student_220,MarketMind,"Python, Power BI",MCA,Male,East,0.0,Interview,5.0,Mid-Size
APP1282,2025-06-20 18:11:25.142,Student_054,MarketMind,Tableau,BSC,Male,East,4.0,Applied,13.0,Startup
APP1283,2025-06-21 08:46:28.648,Student_343,FinEdge,Excel,MSC,Male,West,0.0,Interview,7.0,Startup
APP1284,2025-06-21 23:21:32.154,Student_485,TechNova,"Python, SQL",BTECH,Female,Central,4.0,Rejected,12.0,Enterprise
APP1285,2025-06-22 13:56:35.659,Student_224,InnoSoft,SQL,MCA,Male,Central,5.0,Rejected,2.0,Mid-Size
APP1286,2025-06-23 04:31:39.165,Student_225,CodeCraft,Excel,MSC,Female,South,5.0,Rejected,11.0,Startup
APP1287,2025-06-23 19:06:42.671,Student_385,TechNova,Tableau,BCA,Female,Central,3.0,Interview,14.0,Enterprise
APP1288,2025-06-24 09:41:46.177,Student_403,FinEdge,Python,BCA,Female,Central,3.0,Rejected,13.0,Mid-Size
APP1289,2025-06-25 00:16:49.683,Student_126,CloudCore,Python,BCA,Female,East,4.0,Rejected,7.0,Mid-Size
APP1290,2025-06-25 14:51:53.189,Student_130,TechNova,"Python, SQL, Power BI",BCA,Male,East,2.0,Selected,5.0,Enterprise
APP1291,2025-06-26 05:26:56.694,Student_053,TechNova,"Excel, Tableau",BTECH,Male,South,0.0,Interview,14.0,Enterprise
APP1292,2025-06-26 20:02:00.200,Student_172,InsightLabs,"SQL, Excel",MCA,Male,North,6.0,Shortlisted,6.0,Startup
APP1293,2025-06-27 10:37:03.706,Student_218,DataSphere,Python,BSC,Female,South,0.0,Interview,8.0,Mid-Size
APP1294,2025-06-28 01:12:07.212,Student_160,InsightLabs,"Python, Power BI",BTECH,Other,South,3.0,Shortlisted,10.0,Mid-Size
APP1295,2025-06-28 15:47:10.718,Student_198,ByteWorks,Excel,BTECH,Male,West,6.0,Shortlisted,13.0,Mid-Size
APP1296,2025-06-29 06:22:14.224,Student_416,MarketMind,"Python, Power BI",BSC,Female,West,4.0,Rejected,14.0,Enterprise
APP1297,2025-06-29 20:57:17.730,Student_247,MarketMind,Tableau,BSC,Male,South,6.0,Selected,12.0,Startup
APP1298,2025-06-30 11:32:21.235,Student_324,DataSphere,Python,BCA,Female,South,0.0,Selected,4.0,Mid-Size
APP1299,2025-07-01 02:07:24.741,Student_439,NextGen,"SQL, Excel",BTECH,Male,South,0.0,Shortlisted,13.0,Enterprise
APP1300,2025-07-01 16:42:28.247,Student_203,NextGen,Tableau,MSC,Female,Central,2.0,Rejected,7.0,Mid-Size
APP1301,2025-07-02 07:17:31.753,Student_184,FinEdge,"Python, SQL",BSC,Female,West,1.0,Shortlisted,6.0,Startup
APP1302,2025-07-02 21:52:35.259,Student_123,DataSphere,"Python, SQL",BSC,Male,South,6.0,Selected,10.0,Mid-Size
APP1303,2025-07-03 12:27:38.765,Student_401,TechNova,"Python, Power BI",MCA,Male,East,3.0,Selected,2.0,Startup
APP1304,2025-07-04 03:02:42.270,Student_255,NextGen,"Excel, Tableau",MSC,Male,East,3.0,Rejected,15.0,Startup
APP1305,2025-07-04 17:37:45.776,Student_294,InnoSoft,SQL,MSC,Male,Central,1.0,Interview,8.0,Mid-Size
APP1306,2025-07-05 08:12:49.282,Student_280,CodeCraft,"Excel, Tableau",BSC,Male,Central,0.0,Interview,10.0,Mid-Size
APP1307,2025-07-05 22:47:52.788,Student_325,TechNova,"Python, SQL, Power BI",BCA,Female,North,2.0,Rejected,9.0,Startup
APP1308,2025-07-06 13:22:56.294,Student_372,ByteWorks,"Excel, Tableau",MCA,Female,North,2.0,Applied,5.0,Enterprise
APP1309,2025-07-07 03:57:59.800,Student_098,InnoSoft,"Python, SQL, Power BI",MSC,Male,North,3.0,Shortlisted,10.0,Startup
APP1310,2025-07-07 18:33:03.306,Student_198,InnoSoft,"Python, SQL, Power BI",BSC,Male,Central,2.0,Rejected,4.0,Mid-Size
APP1311,2025-07-08 09:08:06.811,Student_470,DataSphere,"SQL, Excel",MSC,Female,Central,5.0,Rejected,6.0,Mid-Size
APP1312,2025-07-08 23:43:10.317,Student_395,FinEdge,Python,MCA,Female,Central,1.0,Shortlisted,8.0,Enterprise
APP1313,2025-07-09 14:18:13.823,Student_240,ByteWorks,"SQL, Excel",MCA,Male,East,0.0,Selected,11.0,Startup
APP1314,2025-07-10 04:53:17.329,Student_144,NextGen,"Python, SQL, Power BI",BTECH,Female,Central,5.0,Applied,15.0,Startup
APP1315,2025-07-10 19:28:20.835,Student_097,DataSphere,Tableau,BSC,Female,East,1.0,Rejected,3.0,Startup
APP1316,2025-07-11 10:03:24.341,Student_201,NextGen,"Python, SQL",MCA,Male,North,4.0,Rejected,10.0,Mid-Size
APP1317,2025-07-12 00:38:27.846,Student_124,DataSphere,"Python, SQL, Power BI",BTECH,Male,North,6.0,Rejected,11.0,Startup
APP1318,2025-07-12 15:13:31.352,Student_187,DataSphere,"Python, Power BI",BTECH,Male,North,3.0,Rejected,11.0,Enterprise
APP1319,2025-07-13 05:48:34.858,Student_326,DataSphere,Tableau,MSC,Male,South,2.0,Shortlisted,1.0,Mid-Size
APP1320,2025-07-13 20:23:38.364,Student_464,FinEdge,"SQL, Excel",MSC,Female,South,4.0,Applied,4.0,Mid-Size
APP1321,2025-07-14 10:58:41.870,Student_349,DataSphere,"Excel, Tableau",BTECH,Female,West,2.0,Rejected,15.0,Startup
APP1322,2025-07-15 01:33:45.376,Student_259,CloudCore,Excel,MSC,Female,West,5.0,Rejected,4.0,Enterprise
APP1323,2025-07-15 16:08:48.881,Student_148,CodeCraft,"Python, Power BI",MCA,Male,West,0.0,Applied,1.0,Mid-Size
APP1324,2025-07-16 06:43:52.387,Student_252,NextGen,SQL,BCA,Male,South,0.0,Interview,9.0,Mid-Size
APP1325,2025-07-16 21:18:55.893,Student_443,TechNova,"SQL, Excel",MCA,Female,South,0.0,Shortlisted,3.0,Startup
APP1326,2025-07-17 11:53:59.399,Student_420,InsightLabs,SQL,BTECH,Female,West,2.0,Rejected,5.0,Startup
APP1327,2025-07-18 02:29:02.905,Student_403,ByteWorks,"Python, Power BI",BTECH,Male,West,4.0,Interview,6.0,Enterprise
APP1328,2025-07-18 17:04:06.411,Student_346,MarketMind,"SQL, Excel",MCA,Male,Central,0.0,Applied,8.0,Startup
APP1329,2025-07-19 07:39:09.917,Student_451,FinEdge,Excel,MSC,Female,West,4.0,Applied,6.0,Enterprise
APP1330,2025-07-19 22:14:13.422,Student_147,TechNova,SQL,MSC,Male,Central,2.0,Interview,3.0,Mid-Size
APP1331,2025-07-20 12:49:16.928,Student_148,InnoSoft,"Python, SQL, Power BI",BTECH,Male,East,5.0,Rejected,6.0,Enterprise
APP1332,2025-07-21 03:24:20.434,Student_352,CloudCore,"SQL, Excel",BSC,Female,South,4.0,Rejected,1.0,Enterprise
APP1333,2025-07-21 17:59:23.940,Student_199,MarketMind,Python,MSC,Male,West,5.0,Interview,4.0,Enterprise
APP1334,2025-07-22 08:34:27.446,Student_308,InsightLabs,"Python, Power BI",MCA,Male,South,2.0,Interview,6.0,Mid-Size
APP1335,2025-07-22 23:09:30.952,Student_489,TechNova,Excel,MSC,Male,South,2.0,Selected,7.0,Startup
APP1336,2025-07-23 13:44:34.457,Student_417,MarketMind,SQL,MCA,Male,South,3.0,Rejected,11.0,Mid-Size
APP1337,2025-07-24 04:19:37.963,Student_424,TechNova,Excel,BTECH,Female,East,2.0,Shortlisted,13.0,Startup
APP1338,2025-07-24 18:54:41.469,Student_128,CloudCore,Tableau,MSC,Male,North,2.0,Shortlisted,11.0,Enterprise
APP1339,2025-07-25 09:29:44.975,Student_039,InsightLabs,"Python, Power BI",MCA,Male,West,1.0,Applied,8.0,Enterprise
APP1340,2025-07-26 00:04:48.481,Student_338,InnoSoft,"Python, SQL, Power BI",BTECH,Female,North,0.0,Rejected,3.0,Enterprise
APP1341,2025-07-26 14:39:51.987,Student_360,DataSphere,"SQL, Excel",BSC,Female,North,3.0,Shortlisted,9.0,Enterprise
APP1342,2025-07-27 05:14:55.492,Student_129,NextGen,"SQL, Excel",MCA,Female,North,6.0,Selected,12.0,Enterprise
APP1343,2025-07-27 19:49:58.998,Student_267,InnoSoft,"SQL, Excel",BSC,Male,South,3.0,Rejected,12.0,Startup
APP1344,2025-07-28 10:25:02.504,Student_476,DataSphere,"Python, Power BI",BSC,Male,Central,3.0,Rejected,7.0,Startup
APP1345,2025-07-29 01:00:06.010,Student_441,FinEdge,Python,BCA,Other,South,6.0,Shortlisted,14.0,Enterprise
APP1346,2025-07-29 15:35:09.516,Student_473,CodeCraft,Power BI,MSC,Female,South,1.0,Applied,1.0,Mid-Size
APP1347,2025-07-30 06:10:13.022,Student_434,ByteWorks,"Python, SQL",MCA,Male,North,5.0,Applied,2.0,Mid-Size
APP1348,2025-07-30 20:45:16.528,Student_151,ByteWorks,"Excel, Tableau",BSC,Male,South,2.0,Shortlisted,1.0,Enterprise
APP1349,2025-07-31 11:20:20.033,Student_415,InnoSoft,SQL,BCA,Male,North,0.0,Applied,11.0,Startup
APP1350,2025-08-01 01:55:23.539,Student_478,InsightLabs,Python,BTECH,Female,Central,4.0,Rejected,9.0,Mid-Size
APP1351,2025-08-01 16:30:27.045,Student_298,CloudCore,"Python, SQL, Power BI",MCA,Male,West,6.0,Selected,9.0,Mid-Size
APP1352,2025-08-02 07:05:30.551,Student_099,InsightLabs,SQL,BSC,Male,North,5.0,Selected,7.0,Mid-Size
APP1353,2025-08-02 21:40:34.057,Student_263,CloudCore,"SQL, Excel",MSC,Male,Central,6.0,Rejected,10.0,Enterprise
APP1354,2025-08-03 12:15:37.563,Student_252,InsightLabs,Excel,BCA,Female,West,2.0,Shortlisted,3.0,Mid-Size
APP1355,2025-08-04 02:50:41.068,Student_144,CodeCraft,"Python, SQL, Power BI",BSC,Female,East,1.0,Interview,13.0,Mid-Size
APP1356,2025-08-04 17:25:44.574,Student_346,FinEdge,SQL,MSC,Male,North,6.0,Selected,15.0,Mid-Size
APP1357,2025-08-05 08:00:48.080,Student_112,FinEdge,"SQL, Excel",BSC,Female,North,2.0,Shortlisted,5.0,Mid-Size
APP1358,2025-08-05 22:35:51.586,Student_500,DataSphere,SQL,MCA,Female,East,2.0,Interview,8.0,Startup
APP1359,2025-08-06 13:10:55.092,Student_060,MarketMind,Excel,MCA,Male,East,1.0,Shortlisted,4.0,Enterprise
APP1360,2025-08-07 03:45:58.598,Student_369,FinEdge,"SQL, Excel",MCA,Male,North,3.0,Interview,7.0,Enterprise
APP1361,2025-08-07 18:21:02.104,Student_002,FinEdge,Power BI,BCA,Male,East,3.0,Selected,14.0,Startup
APP1362,2025-08-08 08:56:05.609,Student_385,InnoSoft,Python,MCA,Female,South,0.0,Applied,9.0,Startup
APP1363,2025-08-08 23:31:09.115,Student_304,InnoSoft,Tableau,MSC,Female,West,0.0,Selected,12.0,Enterprise
APP1364,2025-08-09 14:06:12.621,Student_254,DataSphere,"Excel, Tableau",BSC,Female,West,3.0,Rejected,2.0,Mid-Size
APP1365,2025-08-10 04:41:16.127,Student_140,MarketMind,"Python, Power BI",BCA,Female,West,3.0,Selected,13.0,Mid-Size
APP1366,2025-08-10 19:16:19.633,Student_453,NextGen,"Excel, Tableau",MSC,Male,South,4.0,Shortlisted,8.0,Enterprise
APP1367,2025-08-11 09:51:23.139,Student_037,InnoSoft,"Python, SQL, Power BI",MSC,Female,East,2.0,Interview,15.0,Mid-Size
APP1368,2025-08-12 00:26:26.644,Student_160,NextGen,"Excel, Tableau",MCA,Male,Central,4.0,Applied,9.0,Startup
APP1369,2025-08-12 15:01:30.150,Student_009,TechNova,"SQL, Excel",BCA,Male,East,2.0,Shortlisted,10.0,Mid-Size
APP1370,2025-08-13 05:36:33.656,Student_233,InnoSoft,Power BI,BSC,Female,North,3.0,Applied,14.0,Mid-Size
APP1371,2025-08-13 20:11:37.162,Student_099,CodeCraft,Tableau,BCA,Female,West,0.0,Selected,10.0,Mid-Size
APP1372,2025-08-14 10:46:40.668,Student_147,MarketMind,Python,BSC,Male,East,5.0,Interview,9.0,Enterprise
APP1373,2025-08-15 01:21:44.174,Student_304,DataSphere,Python,BSC,Female,Central,0.0,Interview,14.0,Startup
APP1374,2025-08-15 15:56:47.679,Student_208,TechNova,Excel,BCA,Female,North,4.0,Selected,10.0,Mid-Size
APP1375,2025-08-16 06:31:51.185,Student_131,MarketMind,"Python, Power BI",MSC,Male,South,0.0,Applied,14.0,Enterprise
APP1376,2025-08-16 21:06:54.691,Student_404,CodeCraft,SQL,BSC,Other,South,3.0,Shortlisted,7.0,Mid-Size
APP1377,2025-08-17 11:41:58.197,Student_152,MarketMind,Power BI,BCA,Male,Central,5.0,Applied,15.0,Startup
APP1378,2025-08-18 02:17:01.703,Student_054,CodeCraft,SQL,BCA,Male,North,4.0,Shortlisted,9.0,Mid-Size
APP1379,2025-08-18 16:52:05.209,Student_120,InnoSoft,Tableau,BTECH,Male,West,5.0,Shortlisted,9.0,Startup
APP1380,2025-08-19 07:27:08.715,Student_161,NextGen,"Excel, Tableau",MSC,Female,East,2.0,Shortlisted,14.0,Mid-Size
APP1381,2025-08-19 22:02:12.220,Student_408,InsightLabs,Python,MCA,Female,North,0.0,Shortlisted,3.0,Startup
APP1382,2025-08-20 12:37:15.726,Student_116,TechNova,Tableau,BSC,Male,South,5.0,Applied,4.0,Mid-Size
APP1383,2025-08-21 03:12:19.232,Student_075,MarketMind,"Excel, Tableau",BTECH,Male,Central,1.0,Applied,2.0,Startup
APP1384,2025-08-21 17:47:22.738,Student_113,CloudCore,Python,MCA,Female,Central,0.0,Applied,10.0,Mid-Size
APP1385,2025-08-22 08:22:26.244,Student_456,TechNova,"Excel, Tableau",MCA,Male,East,2.0,Selected,3.0,Mid-Size
APP1386,2025-08-22 22:57:29.750,Student_420,InsightLabs,"Python, Power BI",BSC,Female,Central,5.0,Interview,11.0,Enterprise
APP1387,2025-08-23 13:32:33.255,Student_422,TechNova,Power BI,BCA,Female,Central,4.0,Selected,8.0,Enterprise
APP1388,2025-08-24 04:07:36.761,Student_104,FinEdge,"Python, SQL, Power BI",BSC,Male,North,2.0,Shortlisted,5.0,Startup
APP1389,2025-08-24 18:42:40.267,Student_340,CloudCore,Tableau,BTECH,Female,West,1.0,Shortlisted,5.0,Mid-Size
APP1390,2025-08-25 09:17:43.773,Student_254,InsightLabs,Tableau,MCA,Male,East,5.0,Interview,6.0,Startup
APP1391,2025-08-25 23:52:47.279,Student_227,NextGen,"Python, SQL",BSC,Other,North,6.0,Shortlisted,13.0,Enterprise
APP1392,2025-08-26 14:27:50.785,Student_112,MarketMind,"SQL, Excel",BCA,Female,West,6.0,Shortlisted,7.0,Startup
APP1393,2025-08-27 05:02:54.290,Student_473,ByteWorks,"Python, Power BI",BSC,Female,North,3.0,Shortlisted,7.0,Startup
APP1394,2025-08-27 19:37:57.796,Student_099,InsightLabs,"Python, Power BI",MSC,Male,North,0.0,Applied,1.0,Enterprise
APP1395,2025-08-28 10:13:01.302,Student_153,DataSphere,SQL,BCA,Female,Central,4.0,Shortlisted,14.0,Mid-Size
APP1396,2025-08-29 00:48:04.808,Student_349,MarketMind,"Excel, Tableau",BTECH,Male,West,3.0,Shortlisted,2.0,Startup
APP1397,2025-08-29 15:23:08.314,Student_402,InsightLabs,"SQL, Excel",MCA,Male,East,5.0,Rejected,12.0,Enterprise
APP1398,2025-08-30 05:58:11.820,Student_384,FinEdge,Power BI,BSC,Male,East,6.0,Applied,9.0,Mid-Size
APP1399,2025-08-30 20:33:15.326,Student_366,ByteWorks,Power BI,BCA,Male,West,6.0,Shortlisted,10.0,Enterprise
APP1400,2025-08-31 11:08:18.831,Student_338,FinEdge,"Python, Power BI",MSC,Male,Central,6.0,Interview,2.0,Startup
APP1401,2025-09-01 01:43:22.337,Student_194,ByteWorks,Power BI,BCA,Female,South,5.0,Applied,6.0,Mid-Size
APP1402,2025-09-01 16:18:25.843,Student_310,DataSphere,"Python, SQL",MSC,Female,North,6.0,Shortlisted,11.0,Mid-Size
APP1403,2025-09-02 06:53:29.349,Student_163,MarketMind,Tableau,BTECH,Male,Central,2.0,Interview,11.0,Enterprise
APP1404,2025-09-02 21:28:32.855,Student_208,NextGen,Excel,MCA,Female,West,5.0,Applied,1.0,Enterprise
APP1405,2025-09-03 12:03:36.361,Student_445,FinEdge,"Python, SQL, Power BI",BTECH,Male,North,4.0,Applied,3.0,Enterprise
APP1406,2025-09-04 02:38:39.866,Student_169,FinEdge,SQL,BSC,Female,East,3.0,Shortlisted,2.0,Mid-Size
APP1407,2025-09-04 17:13:43.372,Student_484,CodeCraft,"Excel, Tableau",BCA,Female,South,4.0,Shortlisted,3.0,Mid-Size
APP1408,2025-09-05 07:48:46.878,Student_161,ByteWorks,"Python, SQL, Power BI",MSC,Female,West,1.0,Rejected,5.0,Startup
APP1409,2025-09-05 22:23:50.384,Student_068,InnoSoft,"Excel, Tableau",MSC,Female,West,6.0,Interview,11.0,Mid-Size
APP1410,2025-09-06 12:58:53.890,Student_289,MarketMind,Python,BCA,Male,North,1.0,Applied,10.0,Startup
APP1411,2025-09-07 03:33:57.396,Student_398,ByteWorks,"Python, SQL, Power BI",BCA,Male,West,0.0,Rejected,6.0,Enterprise
APP1412,2025-09-07 18:09:00.902,Student_277,CodeCraft,Excel,BSC,Female,North,0.0,Rejected,9.0,Enterprise
APP1413,2025-09-08 08:44:04.407,Student_304,TechNova,"Python, Power BI",BTECH,Male,Central,1.0,Applied,12.0,Mid-Size
APP1414,2025-09-08 23:19:07.913,Student_404,ByteWorks,"Python, SQL",MSC,Male,South,5.0,Rejected,11.0,Enterprise
APP1415,2025-09-09 13:54:11.419,Student_384,NextGen,Tableau,BSC,Male,Central,4.0,Shortlisted,15.0,Enterprise
APP1416,2025-09-10 04:29:14.925,Student_392,MarketMind,Tableau,BTECH,Female,Central,1.0,Shortlisted,15.0,Mid-Size
APP1417,2025-09-10 19:04:18.431,Student_135,CodeCraft,"Python, Power BI",BSC,Male,West,0.0,Applied,10.0,Startup
